5,122,0
6,304,0
7,785,0
8,1820,0
9,5896,0
10,13861,0
11,37933,1
12,101919,3
13,276735,9
14,767672,24
15,2044753,61
16,5364536,166
17,14421352,445
18,33540335,1091
19,102421501,3192
20,285975825,8777
